mettel#3val#U,10#01,0,70
mettel#3val#U,05#01,1,0
mettel#3val#U,05#03,1,0
mettel#3val#U,20#03,1,70
mettel#3val#U,05#02,1,0
mettel#3val#U,10#03,1,40
mettel#3val#U,15#01,1,30
mettel#3val#U,15#02,1,100
mettel#3val#U,20#01,1,220
mettel#3val#U,10#02,0,770
mettel#3val#U,20#02,11000,11000
mettel#3val#U,15#03,11000,11000
mettel#3val#F,10#01,0,30
mettel#3val#F,05#01,1,0
mettel#3val#F,05#03,1,0
mettel#3val#F,20#03,1,40
mettel#3val#F,10#02,1,0
mettel#3val#F,05#02,1,0
mettel#3val#F,15#01,1,20
mettel#3val#F,20#01,1,60
mettel#3val#F,15#02,1,90
mettel#3val#F,10#03,1,310
mettel#3val#F,20#02,1,520
mettel#3val#F,15#03,1,660
mettel#lukavrona#F,15#01,1,40
mettel#lukavrona#F,05#02,1,0
mettel#lukavrona#F,05#01,1,0
mettel#lukavrona#F,10#01,0,30
mettel#lukavrona#F,10#02,1,0
mettel#lukavrona#F,05#03,1,0
mettel#lukavrona#F,15#02,1,20
mettel#lukavrona#F,20#03,1,170
mettel#lukavrona#F,20#01,1,160
mettel#lukavrona#F,10#03,11000,11000
mettel#lukavrona#F,20#02,11000,11000
mettel#lukavrona#F,15#03,11000,11000
mettel#lukavronb#F,15#01,1,50
mettel#lukavronb#F,05#02,1,0
mettel#lukavronb#F,05#01,1,10
mettel#lukavronb#F,10#01,0,40
mettel#lukavronb#F,10#02,1,0
mettel#lukavronb#F,05#03,1,0
mettel#lukavronb#F,15#02,1,20
mettel#lukavronb#F,20#03,1,170
mettel#lukavronb#F,20#01,1,190
mettel#lukavronb#F,15#03,11000,11000
mettel#lukavronb#F,10#03,11000,11000
mettel#lukavronb#F,20#02,11000,11000
gen2sat#undetailed,10#01,1,81
gen2sat#undetailed,10#02,0,34
gen2sat#undetailed,10#03,0,28
gen2sat#undetailed,15#01,0,53
gen2sat#undetailed,15#02,0,42
gen2sat#undetailed,15#03,0,159
gen2sat#undetailed,20#01,0,312
gen2sat#undetailed,20#02,0,1160
gen2sat#undetailed,20#03,0,421
gen2sat#undetailed,05#01,0,2
gen2sat#undetailed,05#02,0,1
gen2sat#undetailed,05#03,0,1
gen2sat#detailed,10#01,1,93
gen2sat#detailed,10#02,0,27
gen2sat#detailed,10#03,0,28
gen2sat#detailed,15#01,0,52
gen2sat#detailed,15#02,0,46
gen2sat#detailed,15#03,0,190
gen2sat#detailed,20#01,0,336
gen2sat#detailed,20#02,0,1072
gen2sat#detailed,20#03,0,423
gen2sat#detailed,05#01,0,2
gen2sat#detailed,05#02,0,1
gen2sat#detailed,05#03,0,1
