mettel#3val#U,10#09,1,120
mettel#3val#U,10#01,1,180
mettel#3val#U,05#12,1,10
mettel#3val#U,15#19,1,30
mettel#3val#U,20#25,1,110
mettel#3val#U,15#07,1,130
mettel#3val#U,15#43,1,840
mettel#3val#U,10#03,1,260
mettel#3val#U,10#19,1,10
mettel#3val#U,15#31,1,30
mettel#3val#U,25#06,1,700
mettel#3val#U,05#25,1,0
mettel#3val#U,10#42,1,30
mettel#3val#U,10#47,0,920
mettel#3val#U,25#24,1,600
mettel#3val#U,10#49,1,0
mettel#3val#U,20#19,1,250
mettel#3val#U,15#25,1,30
mettel#3val#U,15#24,1,1170
mettel#3val#U,10#17,1,1350
mettel#3val#U,05#38,1,0
mettel#3val#U,10#04,1,0
mettel#3val#U,10#22,1,0
mettel#3val#U,15#30,1,10
mettel#3val#U,25#01,1,280
mettel#3val#U,10#25,1,8050
mettel#3val#U,25#16,11000,11000
mettel#3val#U,20#06,11000,11000
mettel#3val#U,10#29,1,10
mettel#3val#U,15#09,1,50
mettel#3val#U,20#16,1,80
mettel#3val#U,10#10,11000,11000
mettel#3val#U,05#17,0,30
mettel#3val#U,20#41,11000,11000
mettel#3val#U,10#40,1,0
mettel#3val#U,15#41,1,0
mettel#3val#U,25#11,11000,11000
mettel#3val#U,05#49,1,0
mettel#3val#U,25#31,1,400
mettel#3val#U,15#45,11000,11000
mettel#3val#U,20#22,11000,11000
mettel#3val#U,10#32,1,30
mettel#3val#U,10#26,1,130
mettel#3val#U,05#35,1,10
mettel#3val#U,15#01,1,10
mettel#3val#U,15#22,11000,11000
mettel#3val#U,05#30,1,0
mettel#3val#U,05#15,1,0
mettel#3val#U,20#46,11000,11000
mettel#3val#U,20#26,1,60
mettel#3val#U,20#12,11000,11000
mettel#3val#U,15#33,11000,11000
mettel#3val#U,15#05,1,9740
mettel#3val#U,25#42,11000,11000
mettel#3val#U,15#20,1,70
mettel#3val#U,15#46,1,0
mettel#3val#U,05#27,1,0
mettel#3val#U,10#05,1,0
mettel#3val#U,15#39,1,10
mettel#3val#U,15#10,1,370
mettel#3val#U,05#10,0,0
mettel#3val#U,25#28,1,1210
mettel#3val#U,25#26,1,1390
mettel#3val#U,05#32,1,0
mettel#3val#U,05#26,1,0
mettel#3val#U,05#47,1,10
mettel#3val#U,20#04,11000,11000
mettel#3val#U,25#25,11000,11000
mettel#3val#U,05#19,1,0
mettel#3val#U,20#49,11000,11000
mettel#3val#U,20#24,11000,11000
mettel#3val#U,15#44,1,40
mettel#3val#U,05#34,1,0
mettel#3val#U,25#41,11000,11000
mettel#3val#U,10#27,1,230
mettel#3val#U,25#08,11000,11000
mettel#3val#U,25#39,11000,11000
mettel#3val#U,15#38,11000,11000
mettel#3val#U,15#12,0,7720
mettel#3val#U,20#14,11000,11000
mettel#3val#U,20#38,11000,11000
mettel#3val#U,20#34,11000,11000
mettel#3val#U,05#31,1,0
mettel#3val#U,25#12,11000,11000
mettel#3val#U,25#30,1,130
mettel#3val#U,25#04,1,1830
mettel#3val#U,10#36,1,2630
mettel#3val#U,25#43,1,990
mettel#3val#U,15#13,1,110
mettel#3val#U,05#13,1,10
mettel#3val#U,05#04,1,20
mettel#3val#U,05#01,0,10
mettel#3val#U,10#50,1,80
mettel#3val#U,05#02,1,0
mettel#3val#U,20#29,1,730
mettel#3val#U,15#37,11000,11000
mettel#3val#U,25#34,1,2630
mettel#3val#U,10#37,0,6350
mettel#3val#U,15#15,11000,11000
mettel#3val#U,15#29,1,40
mettel#3val#U,20#03,11000,11000
mettel#3val#U,15#23,11000,11000
mettel#3val#U,05#21,1,0
mettel#3val#U,20#31,11000,11000
mettel#3val#U,20#15,1,220
mettel#3val#U,15#04,11000,11000
mettel#3val#U,25#22,1,1280
mettel#3val#U,10#23,1,590
mettel#3val#U,05#20,1,10
mettel#3val#U,05#09,1,0
mettel#3val#U,05#18,1,0
mettel#3val#U,05#29,1,10
mettel#3val#U,10#46,1,30
mettel#3val#U,25#03,11000,11000
mettel#3val#U,25#09,1,850
mettel#3val#U,25#27,11000,11000
mettel#3val#U,25#35,1,790
mettel#3val#U,15#14,1,9450
mettel#3val#U,05#44,1,0
mettel#3val#U,05#48,1,0
mettel#3val#U,25#17,1,60
mettel#3val#U,05#37,1,50
mettel#3val#U,05#03,1,0
mettel#3val#U,05#23,0,0
mettel#3val#U,15#16,1,260
mettel#3val#U,10#02,1,0
mettel#3val#U,15#35,11000,11000
mettel#3val#U,25#05,11000,11000
mettel#3val#U,25#48,1,130
mettel#3val#U,15#50,1,120
mettel#3val#U,20#23,1,580
mettel#3val#U,10#08,1,60
mettel#3val#U,20#02,11000,11000
mettel#3val#U,05#45,1,0
mettel#3val#U,05#05,1,0
mettel#3val#U,10#31,1,10
mettel#3val#U,25#23,11000,11000
mettel#3val#U,25#47,11000,11000
mettel#3val#U,15#34,1,1020
mettel#3val#U,25#19,11000,11000
mettel#3val#U,05#36,1,0
mettel#3val#U,10#38,0,170
mettel#3val#U,15#17,1,340
mettel#3val#U,05#08,1,0
mettel#3val#U,15#03,1,3290
mettel#3val#U,05#11,1,0
mettel#3val#U,20#45,1,270
mettel#3val#U,05#28,1,0
mettel#3val#U,10#34,11000,11000
mettel#3val#U,25#36,0,3840
mettel#3val#U,20#50,1,900
mettel#3val#U,25#33,11000,11000
mettel#3val#U,10#43,1,0
mettel#3val#U,15#06,1,20
mettel#3val#U,10#13,1,230
mettel#3val#U,10#39,1,70
mettel#3val#U,10#07,1,5230
mettel#3val#U,10#24,1,10
mettel#3val#U,20#36,1,250
mettel#3val#U,20#17,1,140
mettel#3val#U,15#27,1,70
mettel#3val#U,05#50,1,10
mettel#3val#U,25#32,11000,11000
mettel#3val#U,15#32,11000,11000
mettel#3val#U,20#30,1,530
mettel#3val#U,20#40,11000,11000
mettel#3val#U,15#48,11000,11000
mettel#3val#U,05#43,1,0
mettel#3val#U,20#10,1,540
mettel#3val#U,25#38,11000,11000
mettel#3val#U,10#15,1,160
mettel#3val#U,25#49,1,180
mettel#3val#U,05#22,1,20
mettel#3val#U,25#02,11000,11000
mettel#3val#U,20#05,1,80
mettel#3val#U,25#20,11000,11000
mettel#3val#U,10#18,1,10
mettel#3val#U,15#36,11000,11000
mettel#3val#U,20#01,1,530
mettel#3val#U,20#21,11000,11000
mettel#3val#U,05#06,1,0
mettel#3val#U,25#18,1,590
mettel#3val#U,20#20,1,2210
mettel#3val#U,10#44,1,0
mettel#3val#U,15#40,1,2190
mettel#3val#U,20#18,1,60
mettel#3val#U,20#27,1,1180
mettel#3val#U,15#02,1,70
mettel#3val#U,20#11,1,340
mettel#3val#U,10#12,1,20
mettel#3val#U,15#47,1,20
mettel#3val#U,05#16,1,0
mettel#3val#U,20#08,11000,11000
mettel#3val#U,15#18,1,40
mettel#3val#U,10#16,1,10
mettel#3val#U,25#21,1,7340
mettel#3val#U,20#09,1,400
mettel#3val#U,05#24,1,0
mettel#3val#U,20#28,1,90
mettel#3val#U,25#45,1,380
mettel#3val#U,10#30,1,0
mettel#3val#U,05#40,1,0
mettel#3val#U,05#39,1,10
mettel#3val#U,10#33,1,10
mettel#3val#U,10#06,11000,11000
mettel#3val#U,05#46,1,10
mettel#3val#U,10#20,1,10
mettel#3val#U,10#11,1,3220
mettel#3val#U,20#37,11000,11000
mettel#3val#U,10#41,1,70
mettel#3val#U,10#14,1,0
mettel#3val#U,25#29,11000,11000
mettel#3val#U,25#15,11000,11000
mettel#3val#U,10#28,11000,11000
mettel#3val#U,15#08,11000,11000
mettel#3val#U,10#48,1,20
mettel#3val#U,05#14,0,0
mettel#3val#U,10#21,1,10
mettel#3val#U,05#42,1,10
mettel#3val#U,20#32,1,250
mettel#3val#U,15#42,1,3540
mettel#3val#U,25#37,11000,11000
mettel#3val#U,20#48,1,440
mettel#3val#U,05#07,0,10
mettel#3val#U,25#13,1,400
mettel#3val#U,15#28,1,30
mettel#3val#U,15#49,1,190
mettel#3val#U,05#33,1,30
mettel#3val#U,20#43,11000,11000
mettel#3val#U,20#42,1,260
mettel#3val#U,20#13,1,60
mettel#3val#U,05#41,1,0
mettel#3val#U,25#46,1,50
mettel#3val#U,20#47,1,420
mettel#3val#U,15#26,11000,11000
mettel#3val#U,25#44,11000,11000
mettel#3val#U,10#35,1,30
mettel#3val#U,20#07,1,300
mettel#3val#U,25#10,11000,11000
mettel#3val#U,20#33,11000,11000
mettel#3val#U,10#45,0,8080
mettel#3val#U,20#39,1,5530
mettel#3val#U,20#44,11000,11000
mettel#3val#U,15#11,11000,11000
mettel#3val#U,15#21,11000,11000
mettel#3val#U,25#40,11000,11000
mettel#3val#U,25#50,11000,11000
mettel#3val#U,20#35,11000,11000
mettel#3val#U,25#07,11000,11000
mettel#3val#U,25#14,11000,11000
mettel#3val#F,10#47,0,0
mettel#3val#F,15#43,1,70
mettel#3val#F,10#09,1,20
mettel#3val#F,10#03,1,0
mettel#3val#F,10#01,1,30
mettel#3val#F,10#17,1,10
mettel#3val#F,05#12,0,0
mettel#3val#F,15#19,1,0
mettel#3val#F,20#25,1,80
mettel#3val#F,15#24,1,60
mettel#3val#F,25#16,1,320
mettel#3val#F,15#07,1,0
mettel#3val#F,15#22,1,80
mettel#3val#F,10#10,0,0
mettel#3val#F,25#24,0,70
mettel#3val#F,10#19,1,0
mettel#3val#F,20#19,1,60
mettel#3val#F,25#06,1,550
mettel#3val#F,05#25,1,0
mettel#3val#F,15#31,1,20
mettel#3val#F,25#11,1,400
mettel#3val#F,10#42,1,30
mettel#3val#F,10#49,1,0
mettel#3val#F,10#25,1,0
mettel#3val#F,15#25,1,20
mettel#3val#F,10#22,1,0
mettel#3val#F,20#12,0,60
mettel#3val#F,15#33,1,10
mettel#3val#F,05#38,1,0
mettel#3val#F,10#04,1,0
mettel#3val#F,25#01,1,170
mettel#3val#F,10#29,1,0
mettel#3val#F,15#30,1,10
mettel#3val#F,15#09,1,60
mettel#3val#F,15#05,1,30
mettel#3val#F,20#16,1,110
mettel#3val#F,10#40,1,0
mettel#3val#F,20#04,1,110
mettel#3val#F,20#49,1,100
mettel#3val#F,05#17,0,0
mettel#3val#F,25#31,1,110
mettel#3val#F,15#41,1,10
mettel#3val#F,05#35,1,0
mettel#3val#F,15#01,1,10
mettel#3val#F,25#25,1,110
mettel#3val#F,05#49,1,0
mettel#3val#F,20#24,1,70
mettel#3val#F,10#32,1,10
mettel#3val#F,10#26,1,0
mettel#3val#F,05#15,1,0
mettel#3val#F,20#46,1,1600
mettel#3val#F,20#26,1,0
mettel#3val#F,10#05,1,0
mettel#3val#F,25#41,1,360
mettel#3val#F,05#30,1,0
mettel#3val#F,15#46,1,0
mettel#3val#F,05#27,1,0
mettel#3val#F,20#34,1,10
mettel#3val#F,15#20,1,30
mettel#3val#F,15#39,1,0
mettel#3val#F,15#10,1,60
mettel#3val#F,05#10,0,0
mettel#3val#F,20#38,1,280
mettel#3val#F,25#28,1,180
mettel#3val#F,25#12,1,540
mettel#3val#F,05#26,1,0
mettel#3val#F,05#47,1,0
mettel#3val#F,05#32,1,0
mettel#3val#F,15#12,1,30
mettel#3val#F,05#19,1,0
mettel#3val#F,10#37,0,0
mettel#3val#F,10#36,1,0
mettel#3val#F,15#37,1,20
mettel#3val#F,05#34,0,0
mettel#3val#F,10#27,1,0
mettel#3val#F,15#44,1,30
mettel#3val#F,15#15,1,70
mettel#3val#F,15#23,1,40
mettel#3val#F,20#03,1,660
mettel#3val#F,15#04,1,40
mettel#3val#F,05#31,1,0
mettel#3val#F,25#26,1,1820
mettel#3val#F,25#43,1,870
mettel#3val#F,25#30,1,20
mettel#3val#F,25#04,1,1320
mettel#3val#F,20#31,1,1380
mettel#3val#F,15#13,1,50
mettel#3val#F,25#34,1,1290
mettel#3val#F,05#13,1,0
mettel#3val#F,05#04,1,0
mettel#3val#F,15#35,1,0
mettel#3val#F,05#01,0,0
mettel#3val#F,10#50,1,0
mettel#3val#F,05#02,1,0
mettel#3val#F,25#27,1,740
mettel#3val#F,15#14,1,360
mettel#3val#F,20#14,0,5580
mettel#3val#F,20#02,1,280
mettel#3val#F,25#23,1,1260
mettel#3val#F,20#06,11000,11000
mettel#3val#F,20#41,11000,11000
mettel#3val#F,25#47,1,950
mettel#3val#F,10#34,0,10
mettel#3val#F,15#29,1,20
mettel#3val#F,25#42,11000,11000
mettel#3val#F,20#22,11000,11000
mettel#3val#F,20#15,1,170
mettel#3val#F,15#45,11000,11000
mettel#3val#F,05#21,1,0
mettel#3val#F,10#23,1,0
mettel#3val#F,25#22,1,900
mettel#3val#F,05#09,1,0
mettel#3val#F,05#20,1,0
mettel#3val#F,25#33,1,330
mettel#3val#F,05#29,1,0
mettel#3val#F,10#46,1,0
mettel#3val#F,25#09,1,550
mettel#3val#F,05#18,1,0
mettel#3val#F,25#39,11000,11000
mettel#3val#F,15#38,1,9760
mettel#3val#F,25#08,11000,11000
mettel#3val#F,25#17,1,40
mettel#3val#F,25#32,0,320
mettel#3val#F,15#16,1,200
mettel#3val#F,25#35,1,850
mettel#3val#F,20#40,1,140
mettel#3val#F,05#48,1,0
mettel#3val#F,15#48,1,370
mettel#3val#F,05#44,1,0
mettel#3val#F,05#37,1,0
mettel#3val#F,05#03,1,0
mettel#3val#F,15#50,1,90
mettel#3val#F,25#48,1,10
mettel#3val#F,05#23,0,0
mettel#3val#F,10#02,1,0
mettel#3val#F,10#08,1,0
mettel#3val#F,05#45,1,0
mettel#3val#F,10#31,1,0
mettel#3val#F,15#34,1,40
mettel#3val#F,05#36,1,0
mettel#3val#F,15#03,1,30
mettel#3val#F,05#05,0,0
mettel#3val#F,10#38,0,0
mettel#3val#F,15#36,0,20
mettel#3val#F,25#38,1,630
mettel#3val#F,25#02,1,380
mettel#3val#F,15#17,1,20
mettel#3val#F,05#11,1,0
mettel#3val#F,10#07,1,10
mettel#3val#F,05#08,1,0
mettel#3val#F,20#21,1,160
mettel#3val#F,25#36,0,400
mettel#3val#F,20#08,1,50
mettel#3val#F,20#45,1,160
mettel#3val#F,05#28,1,0
mettel#3val#F,10#06,0,0
mettel#3val#F,10#39,0,10
mettel#3val#F,15#06,1,0
mettel#3val#F,10#43,1,0
mettel#3val#F,10#13,1,10
mettel#3val#F,10#24,1,50
mettel#3val#F,05#50,1,0
mettel#3val#F,20#30,1,40
mettel#3val#F,20#17,1,110
mettel#3val#F,15#27,1,50
mettel#3val#F,20#37,1,270
mettel#3val#F,15#32,0,2390
mettel#3val#F,20#36,1,290
mettel#3val#F,20#10,1,520
mettel#3val#F,05#43,1,0
mettel#3val#F,20#23,1,3660
mettel#3val#F,10#15,1,30
mettel#3val#F,25#03,11000,11000
mettel#3val#F,10#28,0,10
mettel#3val#F,25#49,1,170
mettel#3val#F,05#22,1,0
mettel#3val#F,10#18,1,0
mettel#3val#F,20#05,1,10
